,Date,Sport,Séance,Exercice,Durée,poid,Nbr_de_repetitions,Commentaire,id
0,2024-02-19,Musculation,Pectoraux,Développé Couché,,60.0,6.0,,0
1,2024-02-19,Musculation,Pectoraux,Développé Couché,,60.0,6.0,,1
2,2024-02-19,Musculation,Pectoraux,Développé Couché,,60.0,6.0,,2
3,2024-02-19,Musculation,Pectoraux,Développé Couché,,50.0,10.0,,3
4,2024-02-19,Musculation,Pectoraux,Développé Couché,,50.0,9.0,,4
5,2024-02-19,Musculation,Pectoraux,Développé Couché,,50.0,10.0,,5
6,2024-02-19,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,32.0,10.0,bonne hauteur 11,6
7,2024-02-19,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,36.0,10.0,,7
8,2024-02-19,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,36.0,10.0,,8
9,2024-02-19,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,38.3,10.0,,9
10,2024-02-21,Musculation,Dos,Lat Pull,,23.0,10.0,,10
11,2024-02-21,Musculation,Dos,Lat Pull,,27.0,20.0,,11
12,2024-02-21,Musculation,Dos,Lat Pull,,32.0,20.0,,12
13,2024-02-21,Musculation,Dos,Lat Pull,,36.0,12.0,,13
14,2024-02-21,Musculation,Dos,Lat Pull,,36.0,12.0,,14
15,2024-02-21,Musculation,Dos,Lat Pull,,41.0,12.0,,15
16,2024-02-21,Musculation,Dos,Lat Pull,,41.0,12.0,,16
17,2024-02-21,Musculation,Dos,Seated Row Prise Verticale,,54.3,10.0,,17
18,2024-02-21,Musculation,Dos,Seated Row Prise Verticale,,54.3,10.0,,18
19,2024-02-21,Musculation,Dos,Seated Row Prise Verticale,,54.3,12.0,,19
20,2024-02-21,Musculation,Dos,Seated Row Prise Verticale,,54.3,12.0,,20
21,2024-02-21,Musculation,Dos,Seated Row Prise Verticale,,54.3,12.0,,21
22,2024-02-21,Musculation,Dos,Seated Row Prise Verticale,,54.3,12.0,,22
23,2024-02-21,Musculation,Dos,Biceps Curls,,5.0,12.0,,23
24,2024-02-21,Musculation,Dos,Biceps Curls,,5.0,12.0,,24
25,2024-02-21,Musculation,Dos,Biceps Curls,,5.0,12.0,,25
26,2024-02-25,Musculation,Jambes,Squat,,20.0,10.0,,26
27,2024-02-25,Musculation,Jambes,Squat,,60.0,10.0,,27
28,2024-02-25,Musculation,Jambes,Squat,,70.0,10.0,,28
29,2024-02-25,Musculation,Jambes,Squat,,70.0,10.0,,29
30,2024-02-25,Musculation,Jambes,Squat,,70.0,10.0,,30
31,2024-02-25,Musculation,Jambes,Hip Thrust,,100.0,10.0,,31
32,2024-02-25,Musculation,Jambes,Hip Thrust,,100.0,12.0,,32
33,2024-02-25,Musculation,Jambes,Hip Thrust,,100.0,12.0,,33
34,2024-02-25,Musculation,Jambes,Hip Thrust,,100.0,12.0,,34
35,2024-02-25,Musculation,Jambes,Mollet sur Leg Press,,59.0,15.0,,35
36,2024-02-25,Musculation,Jambes,Mollet sur Leg Press,,59.0,15.0,,36
37,2024-02-25,Musculation,Jambes,Mollet sur Leg Press,,59.0,15.0,,37
38,2024-02-25,Musculation,Jambes,Mollet sur Leg Press,,59.0,15.0,,38
39,2024-02-25,Musculation,Jambes,Mollet sur Leg Press,,59.0,15.0,,39
40,2024-02-25,Musculation,Jambes,Leg Press,,45.0,12.0,Une jambe après l'autre,40
41,2024-02-25,Musculation,Jambes,Leg Press,,45.0,12.0,Une jambe après l'autre,41
42,2024-02-25,Musculation,Jambes,Leg Press,,45.0,12.0,Une jambe après l'autre,42
43,2024-02-25,Musculation,Jambes,Leg Press,,45.0,12.0,Une jambe après l'autre,43
44,2024-02-25,Musculation,Jambes,Leg Press,,45.0,12.0,Une jambe après l'autre,44
45,2024-02-25,Musculation,Jambes,Leg Press,,79.0,10.0,deux jambes,45
46,2024-02-25,Musculation,Jambes,Leg Press,,79.0,10.0,deux jambes,46
47,2024-02-25,Musculation,Jambes,Leg Press,,79.0,10.0,deux jambes,47
48,2024-02-25,Musculation,Jambes,Leg Press,,79.0,10.0,deux jambes,48
49,2024-02-25,Musculation,Jambes,Leg Press,,79.0,10.0,deux jambes,49
50,2024-02-25,Musculation,Jambes,Hip Abduction,,54.3,12.0,,50
51,2024-02-25,Musculation,Jambes,Hip Abduction,,54.3,12.0,,51
52,2024-02-25,Musculation,Jambes,Hip Abduction,,54.3,12.0,,52
53,2024-02-25,Musculation,Jambes,Hip Abduction,,54.3,12.0,,53
54,2024-02-25,Musculation,Jambes,Prone leg Curl,,45.0,10.0,,54
55,2024-02-25,Musculation,Jambes,Prone leg Curl,,45.0,8.0,,55
56,2024-02-25,Musculation,Jambes,Prone leg Curl,,45.0,8.0,,56
57,2024-02-25,Musculation,Jambes,Prone leg Curl,,45.0,6.0,,57
58,2024-02-26,Musculation,Pectoraux,Développé Couché,,20.0,4.0,,58
59,2024-02-26,Musculation,Pectoraux,Développé Couché,,20.0,10.0,,59
60,2024-02-26,Musculation,Pectoraux,Développé Couché,,20.0,6.0,,60
61,2024-02-26,Musculation,Pectoraux,Développé Couché,,20.0,7.0,,61
62,2024-02-26,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,14.0,10.0,,62
63,2024-02-26,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,18.0,10.0,,63
64,2024-02-26,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,20.3,10.0,,64
65,2024-02-26,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,20.3,10.0,,65
66,2024-02-26,Musculation,Pectoraux,Triceps Pull Downs Poulie,,32.0,15.0,,66
67,2024-02-26,Musculation,Pectoraux,Triceps Pull Downs Poulie,,36.0,15.0,,67
68,2024-02-26,Musculation,Pectoraux,Triceps Pull Downs Poulie,,41.0,12.0,,68
69,2024-02-26,Musculation,Pectoraux,Triceps Pull Downs Poulie,,66.0,10.0,,69
70,2024-02-26,Musculation,Pectoraux,Pec Fly,,59.0,15.0,,70
71,2024-02-26,Musculation,Pectoraux,Pec Fly,,66.0,15.0,,71
72,2024-02-26,Musculation,Pectoraux,Pec Fly,,73.0,15.0,,72
73,2024-02-26,Musculation,Pectoraux,Pec Fly,,73.0,10.0,,73
74,2024-02-26,Musculation,Pectoraux,Pec Fly,,73.0,10.0,,74
75,2024-02-26,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,36.0,10.0,,75
76,2024-02-26,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,36.0,10.0,,76
77,2024-02-26,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,36.0,10.0,,77
78,2024-01-03,Musculation,Dos,Lat Pull,,45.0,20.0,,78
79,2024-01-03,Musculation,Dos,Lat Pull,,61.3,12.0,,79
80,2024-01-03,Musculation,Dos,Lat Pull,,61.3,12.0,,80
81,2024-01-03,Musculation,Dos,Lat Pull,,61.3,12.0,,81
82,2024-01-03,Musculation,Dos,Lat Pull,,61.3,10.0,,82
83,2024-01-03,Musculation,Dos,Lat Pull,,,,,83
84,2024-01-03,Musculation,Dos,Lat Pull,,,,,84
85,2024-01-03,Musculation,Dos,Biceps Curl Assis,,8.0,10.0,,85
86,2024-01-03,Musculation,Dos,Biceps Curl Assis,,8.0,10.0,,86
87,2024-01-03,Musculation,Dos,Biceps Curl Assis,,8.0,10.0,,87
88,2024-01-03,Musculation,Dos,Biceps Curl Assis,,8.0,10.0,,88
89,2024-01-03,Musculation,Dos,Rear Delt,,66.0,10.0,,89
90,2024-01-03,Musculation,Dos,Rear Delt,,73.0,10.0,,90
91,2024-01-03,Musculation,Dos,Rear Delt,,73.0,10.0,,91
92,2024-02-03,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,38.3,15.0,,92
93,2024-02-03,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,41.0,15.0,,93
94,2024-02-03,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,41.0,15.0,,94
95,2024-02-03,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,41.0,15.0,,95
96,2024-02-03,Musculation,Jambes,Mollet sur Leg Press,,66.0,12.0,,96
97,2024-02-03,Musculation,Jambes,Mollet sur Leg Press,,66.0,12.0,,97
98,2024-02-03,Musculation,Jambes,Mollet sur Leg Press,,66.0,12.0,,98
99,2024-02-03,Musculation,Jambes,Mollet sur Leg Press,,66.0,12.0,,99
100,2024-02-03,Musculation,Jambes,Mollet sur Leg Press,,66.0,12.0,,100
101,2024-02-03,Musculation,Jambes,Mollet sur Leg Press,,66.0,12.0,,101
102,2024-02-03,Musculation,Jambes,Hip Abduction,,12.0,54.3,,102
103,2024-02-03,Musculation,Jambes,Hip Abduction,,15.0,59.0,,103
104,2024-02-03,Musculation,Jambes,Hip Abduction,,15.0,66.0,,104
105,2024-02-03,Musculation,Jambes,Hip Abduction,,15.0,66.0,,105
106,2024-02-03,Musculation,Jambes,Hip Abduction,,15.0,66.0,,106
107,2024-03-03,Musculation,Jambes,Leg Extension,,47.3,10.0,,107
108,2024-03-03,Musculation,Jambes,Leg Extension,,47.3,13.0,,108
109,2024-03-03,Musculation,Jambes,Leg Extension,,52.0,15.0,,109
110,2024-03-03,Musculation,Jambes,Leg Extension,,52.0,15.0,,110
111,2024-03-03,Musculation,Jambes,Leg Extension,,52.0,15.0,,111
112,2024-03-03,Musculation,Jambes,Leg Extension,,54.3,15.0,,112
113,2024-03-03,Musculation,Jambes,Hip Abduction,,59.0,10.0,,113
114,2024-03-03,Musculation,Jambes,Hip Abduction,,59.0,12.0,,114
115,2024-03-03,Musculation,Jambes,Hip Abduction,,59.0,15.0,,115
116,2024-04-03,Musculation,Pectoraux,Développé Incliné,,10.0,10.0,,116
117,2024-04-03,Musculation,Pectoraux,Développé Incliné,,15.0,9.0,,117
118,2024-04-03,Musculation,Pectoraux,Développé Incliné,,15.0,10.0,,118
119,2024-04-03,Musculation,Pectoraux,Développé Incliné,,15.0,10.0,,119
120,2024-04-03,Musculation,Pectoraux,Développé Incliné,,15.0,7.0,,120
121,2024-04-03,Musculation,Pectoraux,Shoulder Press,,32.0,12.0,,121
122,2024-04-03,Musculation,Pectoraux,Shoulder Press,,36.0,14.0,,122
123,2024-04-03,Musculation,Pectoraux,Shoulder Press,,41.0,12.0,,123
124,2024-04-03,Musculation,Pectoraux,Shoulder Press,,41.0,7.0,,124
125,2024-04-03,Musculation,Pectoraux,Dip Assist,,23.0,12.0,,125
126,2024-04-03,Musculation,Pectoraux,Dip Assist,,23.0,12.0,,126
127,2024-04-03,Musculation,Pectoraux,Dip Assist,,23.0,12.0,,127
128,2024-04-03,Musculation,Pectoraux,Dip Assist,,23.0,12.0,,128
129,2024-04-03,Musculation,Pectoraux,Dip Assist,,23.0,12.0,,129
130,2024-04-03,Musculation,Pectoraux,Développé Incliné Haltères,,16.0,10.0,,130
131,2024-04-03,Musculation,Pectoraux,Développé Incliné Haltères,,16.0,10.0,,131
132,2024-04-03,Musculation,Pectoraux,Développé Incliné Haltères,,16.0,10.0,,132
133,2024-04-03,Musculation,Pectoraux,Développé Incliné Haltères,,16.0,10.0,,133
134,2024-04-03,Musculation,Pectoraux,Développé Incliné Haltères,,16.0,7.0,,134
135,2024-04-03,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,36.0,12.0,,135
136,2024-04-03,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,41.0,12.0,,136
137,2024-04-03,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,41.0,12.0,,137
138,2024-04-03,Musculation,Pectoraux,Pectoraux à la Poulie Haut,,41.0,12.0,,138
139,2024-06-03,Musculation,Dos,Seated Row,,53.0,12.0,,139
140,2024-06-03,Musculation,Dos,Seated Row,,59.0,10.0,,140
141,2024-06-03,Musculation,Dos,Seated Row,,66.0,10.0,,141
142,2024-06-03,Musculation,Dos,Seated Row,,66.0,10.0,,142
143,2024-06-03,Musculation,Dos,Seated Row,,73.0,10.0,,143
144,2024-06-03,Musculation,Dos,Seated Row,,73.0,10.0,,144
145,2024-06-03,Musculation,Dos,Arm Curl,,32.0,10.0,,145
146,2024-06-03,Musculation,Dos,Arm Curl,,36.0,10.0,,146
147,2024-06-03,Musculation,Dos,Arm Curl,,36.0,10.0,,147
148,2024-06-03,Musculation,Dos,Arm Curl,,36.0,10.0,,148
149,2024-06-03,Musculation,Dos,Rear Delt,,52.0,10.0,,149
150,2024-06-03,Musculation,Dos,Rear Delt,,59.0,10.0,,150
151,2024-06-03,Musculation,Dos,Rear Delt,,69.0,10.0,,151
152,2024-06-03,Musculation,Dos,Rear Delt,,69.0,10.0,,152
153,2024-06-03,Musculation,Dos,Rear Delt,,69.0,10.0,,153
154,2024-07-03,Musculation,Épaules,Élévation Latérale Haltères,,5.0,12.0,,154
155,2024-07-03,Musculation,Épaules,Élévation Latérale Haltères,,6.0,10.0,,155
156,2024-07-03,Musculation,Épaules,Élévation Latérale Haltères,,6.0,12.0,,156
157,2024-07-03,Musculation,Épaules,Élévation Latérale Haltères,,5.0,10.0,,157
158,2024-08-03,Musculation,Bras,Triceps Pull Downs Poulie,,36.0,12.0,,158
159,2024-08-03,Musculation,Bras,Triceps Pull Downs Poulie,,41.0,12.0,,159
160,2024-08-03,Musculation,Bras,Triceps Pull Downs Poulie,,25.3,12.0,,160
161,2024-08-03,Musculation,Bras,Triceps Pull Downs Poulie,,25.3,11.0,,161
162,2024-08-03,Musculation,Bras,Triceps Pull Downs Poulie,,25.3,11.0,,162
163,2024-08-03,Musculation,Bras,Triceps Pull Downs Poulie,,25.3,10.0,,163
164,2024-08-03,Musculation,Bras,Triceps Pull Downs Poulie,,25.3,10.0,,164
165,2024-08-03,Musculation,Bras,Triceps à la Poulie Inversée,,36.0,20.0,,165
166,2024-08-03,Musculation,Bras,Triceps à la Poulie Inversée,,45.0,13.0,,166
167,2024-08-03,Musculation,Bras,Triceps à la Poulie Inversée,,45.0,11.0,,167
168,2024-08-03,Musculation,Bras,Triceps à la Poulie Inversée,,45.0,10.0,,168
169,2024-08-03,Musculation,Bras,Biceps Curls,,6.0,12.0,,169
170,2024-08-03,Musculation,Bras,Biceps Curl Allongé,,6.0,12.0,,170
171,2024-08-03,Musculation,Bras,Biceps Curls,,6.0,12.0,,171
172,2024-08-03,Musculation,Bras,Biceps Curls,,6.0,12.0,,172
173,2024-08-03,Musculation,Bras,Triceps Pull Downs Poulie,,14.0,10.0,,173
174,2024-08-03,Musculation,Bras,Triceps Pull Downs Poulie,,14.0,10.0,,174
175,2024-08-03,Musculation,Bras,Triceps Pull Downs Poulie,,14.0,13.0,,175
176,2024-08-03,Musculation,Bras,Triceps Pull Downs Poulie,,14.0,13.0,,176
177,2024-09-03,Musculation,Abdos,Rotary Torso,,50.0,20.0,,177
178,2024-09-03,Musculation,Abdos,Rotary Torso,,54.0,20.0,,178
179,2024-09-03,Musculation,Abdos,Rotary Torso,,54.0,20.0,,179
180,2024-09-03,Musculation,Abdos,Rotary Torso,,54.0,20.0,,180
181,2024-11-03,Musculation,Pectoraux,Développé Couché,,60.0,7.0,,181
182,2024-11-03,Musculation,Pectoraux,Développé Couché,,60.0,7.0,,182
183,2024-11-03,Musculation,Pectoraux,Développé Couché,,60.0,7.0,,183
184,2024-11-03,Musculation,Pectoraux,Développé Couché,,60.0,6.0,,184
185,2024-11-03,Musculation,Pectoraux,Développé Couché,,60.0,8.0,,185
186,2024-11-03,Musculation,Pectoraux,Développé Couché,,60.0,7.0,,186
187,2024-11-03,Musculation,Pectoraux,Dip Assist,,23.0,15.0,,187
188,2024-11-03,Musculation,Pectoraux,Dip Assist,,18.0,15.0,,188
189,2024-11-03,Musculation,Pectoraux,Dip Assist,,14.0,12.0,,189
190,2024-11-03,Musculation,Pectoraux,Pec Fly,,66.0,12.0,,190
191,2024-11-03,Musculation,Pectoraux,Pec Fly,,73.0,12.0,,191
192,2024-11-03,Musculation,Pectoraux,Pec Fly,,73.0,12.0,,192
193,2024-11-03,Musculation,Pectoraux,Pec Fly,,73.0,10.0,,193
194,2024-11-03,Musculation,Pectoraux,Pec Fly,,73.0,10.0,,194
195,2024-03-24,Musculation,Épaules Bras,Élévation Latérale Haltères,,7.0,10.0,,195
196,2024-03-24,Musculation,Épaules Bras,Élévation Latérale Haltères,,7.0,10.0,,196
197,2024-03-24,Musculation,Épaules Bras,Élévation Latérale Haltères,,7.0,10.0,,197
198,2024-03-24,Musculation,Épaules Bras,Élévation Latérale Haltères,,7.0,10.0,,198
199,2024-03-24,Musculation,Épaules Bras,Élévation Latérale Haltères,,7.0,10.0,,199
200,2024-03-24,Musculation,Épaules Bras,Triceps Pull Downs Poulie,,32.0,10.0,,200
201,2024-03-24,Musculation,Épaules Bras,Triceps Pull Downs Poulie,,32.0,10.0,,201
202,2024-03-24,Musculation,Épaules Bras,Triceps Pull Downs Poulie,,32.0,10.0,,202
203,2024-03-24,Musculation,Épaules Bras,Triceps Pull Downs Poulie,,32.0,10.0,,203
204,2024-03-24,Musculation,Épaules Bras,Triceps Pull Downs Poulie,,32.0,10.0,,204
205,2024-03-24,Musculation,Épaules Bras,Biceps Curl Poulie,,29.3,10.0,,205
206,2024-03-24,Musculation,Épaules Bras,Biceps Curl Poulie,,29.3,10.0,,206
207,2024-03-24,Musculation,Épaules Bras,Biceps Curl Poulie,,29.3,10.0,,207
208,2024-03-24,Musculation,Épaules Bras,Biceps Curl Poulie,,29.3,10.0,,208
209,2024-03-24,Musculation,Épaules Bras,Biceps Curl Poulie,,29.3,10.0,,209
210,2024-03-24,Musculation,Épaules Bras,Rear Delt,,45.0,10.0,,210
211,2024-03-24,Musculation,Épaules Bras,Rear Delt,,45.0,10.0,,211
212,2024-03-24,Musculation,Épaules Bras,Rear Delt,,45.0,10.0,,212
213,2024-03-24,Musculation,Épaules Bras,Élévation Latérale Haltères,,4.0,12.0,,213
214,2024-03-24,Musculation,Épaules Bras,Élévation Latérale Haltères,,4.0,12.0,,214
215,2024-03-24,Musculation,Épaules Bras,Élévation Latérale Haltères,,4.0,12.0,,215
216,2024-03-24,Musculation,Épaules Bras,Élévation Latérale Haltères,,4.0,12.0,,216
217,2024-03-25,Musculation,Abdos,Rotary Torso,,50.0,15.0,,217
218,2024-03-25,Musculation,Abdos,Rotary Torso,,50.0,15.0,,218
219,2024-03-25,Musculation,Abdos,Rotary Torso,,50.0,15.0,,219
220,2024-03-25,Musculation,Abdos,Rotary Torso,,50.0,15.0,,220
221,2024-03-25,Musculation,Abdos,Rotary Torso,,50.0,15.0,,221
222,2024-03-25,Musculation,Abdos,Abdos Inclinés,,10.0,15.0,,222
223,2024-03-25,Musculation,Abdos,Abdos Inclinés,,10.0,15.0,,223
224,2024-03-25,Musculation,Abdos,Abdos Inclinés,,10.0,15.0,,224
225,2024-03-25,Musculation,Pectoraux,Chest Press,,32.0,12.0,,225
226,2024-03-25,Musculation,Pectoraux,Chest Press,,34.3,12.0,,226
227,2024-03-25,Musculation,Pectoraux,Chest Press,,34.3,12.0,,227
228,2024-03-25,Musculation,Pectoraux,Chest Press,,34.3,12.0,,228
229,2024-03-25,Musculation,Pectoraux,Chest Press,,34.3,12.0,,229
230,2024-03-27,Musculation,Abdos Jambes,Rotary Torso,,54.0,15.0,,230
231,2024-03-27,Musculation,Abdos Jambes,Rotary Torso,,54.0,15.0,,231
232,2024-03-27,Musculation,Abdos Jambes,Rotary Torso,,54.0,15.0,,232
233,2024-03-27,Musculation,Abdos Jambes,Rotary Torso,,54.0,15.0,,233
234,2024-03-27,Musculation,Abdos Jambes,Rotary Torso,,59.0,15.0,,234
235,2024-03-27,Musculation,Abdos Jambes,Abdos Machine,,10.0,15.0,,235
236,2024-03-27,Musculation,Abdos Jambes,Abdos Inclinés,,15.0,15.0,,236
237,2024-03-27,Musculation,Abdos Jambes,Abdos Inclinés,,15.0,11.0,,237
238,2024-03-27,Musculation,Abdos Jambes,Abdos Inclinés,,15.0,14.0,,238
239,2024-03-27,Musculation,Abdos Jambes,Abdos Inclinés,,15.0,15.0,,239
240,2024-03-27,Musculation,Abdos Jambes,Mollet sur Leg Press,,68.3,20.0,,240
241,2024-03-27,Musculation,Abdos Jambes,Mollet sur Leg Press,,73.0,15.0,,241
242,2024-03-27,Musculation,Abdos Jambes,Mollet sur Leg Press,,73.0,15.0,,242
243,2024-03-27,Musculation,Abdos Jambes,Mollet sur Leg Press,,73.0,15.0,,243
244,2024-03-27,Musculation,Abdos Jambes,Mollet sur Leg Press,,73.0,15.0,,244
245,2024-08-04,Musculation,Abdos Jambes,Rotary Torso,,54.0,15.0,,245
246,2024-08-04,Musculation,Abdos Jambes,Rotary Torso,,54.0,15.0,,246
247,2024-08-04,Musculation,Abdos Jambes,Rotary Torso,,54.0,15.0,,247
248,2024-08-04,Musculation,Abdos Jambes,Rotary Torso,,54.0,15.0,,248
249,2024-08-04,Musculation,Abdos Jambes,Machine Abdominaux,,32.0,10.0,,249
250,2024-08-04,Musculation,Abdos Jambes,Machine Abdominaux,,32.0,10.0,,250
251,2024-08-04,Musculation,Abdos Jambes,Machine Abdominaux,,32.0,10.0,,251
252,2024-08-04,Musculation,Abdos Jambes,Machine Abdominaux,,32.0,10.0,,252
253,2024-08-04,Musculation,Abdos Jambes,Lower Back Bench,,10.0,10.0,,253
254,2024-08-04,Musculation,Abdos Jambes,Lower Back Bench,,10.0,10.0,,254
255,2024-08-04,Musculation,Abdos Jambes,Lower Back Bench,,10.0,10.0,,255
256,2024-08-04,Musculation,Abdos Jambes,Lower Back Bench,,10.0,10.0,,256
257,2024-12-04,Musculation,Dos,Seated Row,,52.0,12.0,,257
258,2024-12-04,Musculation,Dos,Seated Row,,52.0,12.0,,258
259,2024-12-04,Musculation,Dos,Seated Row,,52.0,12.0,,259
260,2024-12-04,Musculation,Dos,Rear Delt,,59.0,10.0,,260
261,2024-12-04,Musculation,Dos,Rear Delt,,59.0,10.0,,261
262,2024-12-04,Musculation,Dos,Rear Delt,,59.0,10.0,,262
263,2024-12-04,Musculation,Dos,Rear Delt,,52.0,10.0,,263
264,2024-12-04,Musculation,Dos,Abdos Inclinés,,15.0,15.0,,264
265,2024-12-04,Musculation,Dos,Abdos Inclinés,,15.0,15.0,,265
266,2024-12-04,Musculation,Dos,Abdos Inclinés,,15.0,15.0,,266
267,2024-12-04,Musculation,Dos,Abdos Inclinés,,15.0,15.0,,267
268,2024-12-04,Musculation,Dos,Abdos Inclinés,,15.0,15.0,,268
269,2024-12-04,Musculation,Dos,Lat Pull Prise Poignée,,52.0,10.0,,269
270,2024-12-04,Musculation,Abdos,Machine Abdominaux,,52.0,10.0,,270
271,2024-04-15,Musculation,Jambes,Mollet sur Leg Press,,59.0,15.0,,271
272,2024-04-15,Musculation,Jambes,Mollet sur Leg Press,,66.0,15.0,,272
273,2024-04-15,Musculation,Jambes,Mollet sur Leg Press,,66.0,15.0,,273
274,2024-04-15,Musculation,Jambes,Mollet sur Leg Press,,66.0,15.0,,274
275,2024-04-15,Musculation,Jambes,Mollet sur Leg Press,,73.0,15.0,,275
276,2024-04-15,Musculation,Abdos,Rotary Torso,,59.0,12.0,,276
277,2024-04-15,Musculation,Abdos,Rotary Torso,,59.0,12.0,,277
278,2024-04-15,Musculation,Abdos,Rotary Torso,,59.0,12.0,,278
279,2024-04-15,Musculation,Abdos,Rotary Torso,,59.0,12.0,,279
280,2024-04-15,Musculation,Abdos,Rotary Torso,,59.0,12.0,,280
281,2024-04-15,Musculation,,Abdos Inclinés,,15.0,15.0,,281
282,2024-04-15,Musculation,,Abdos Inclinés,,15.0,15.0,,282
283,2024-04-15,Musculation,,Lower Back Bench,,10.0,10.0,,283
284,2024-04-15,Musculation,,Lower Back Bench,,10.0,10.0,,284
285,2024-04-15,Musculation,,Lower Back Bench,,10.0,10.0,,285
286,2024-04-16,Musculation,Pectoraux,Pec Fly,,59.0,12.0,,286
287,2024-04-16,Musculation,Pectoraux,Pec Fly,,59.0,12.0,,287
288,2024-04-16,Musculation,Pectoraux,Pec Fly,,59.0,12.0,,288
289,2024-04-16,Musculation,Pectoraux,Pec Fly,,59.0,12.0,,289
290,2024-04-16,Musculation,Pectoraux,Pec Fly,,59.0,12.0,,290
291,2024-04-16,Musculation,Pectoraux,Chest Press,,25.0,12.0,,291
292,2024-04-16,Musculation,Pectoraux,Chest Press,,27.3,12.0,,292
293,2024-04-16,Musculation,Pectoraux,Chest Press,,32.0,12.0,,293
294,2024-04-16,Musculation,Pectoraux,Chest Press,,32.0,12.0,,294
295,2024-04-16,Musculation,Pectoraux,Chest Press,,32.0,12.0,,295
296,2024-04-16,Musculation,Pectoraux,Back Extension,,73.0,12.0,,296
297,2024-04-16,Musculation,Pectoraux,Back Extension,,73.0,12.0,,297
298,2024-04-16,Musculation,Pectoraux,Back Extension,,73.0,12.0,,298
299,2024-04-16,Musculation,Pectoraux,Back Extension,,73.0,12.0,,299
300,2024-04-16,Musculation,Pectoraux,Back Extension,,73.0,12.0,,300
301,2024-04-19,Musculation,Dos,Diverging Seated Row Prise Verticale,,36.0,10.0,,301
302,2024-04-19,Musculation,Dos,Diverging Seated Row Prise Verticale,,36.0,12.0,,302
303,2024-04-19,Musculation,Dos,Diverging Seated Row Prise Verticale,,36.0,12.0,,303
304,2024-04-19,Musculation,Dos,Diverging Seated Row Prise Verticale,,36.0,12.0,,304
305,2024-04-19,Musculation,Dos,Biceps Curl Poulie,,18.0,12.0,,305
306,2024-04-19,Musculation,Dos,Biceps Curl Poulie,,23.0,12.0,,306
307,2024-04-19,Musculation,Dos,Biceps Curl Poulie,,23.0,13.0,,307
308,2024-04-19,Musculation,Dos,Biceps Curl Poulie,,23.0,10.0,,308
309,2024-04-19,Musculation,Dos,Biceps Curl Poulie,,23.0,11.0,,309
310,2024-04-19,Musculation,Dos,Rear Delt,,52.0,10.0,,310
311,2024-04-20,Musculation,Mobilités Jambes,Rotary Torso,,59.0,15.0,,311
312,2024-04-20,Musculation,Mobilités Jambes,Rotary Torso,,59.0,15.0,,312
313,2024-04-20,Musculation,Mobilités Jambes,Rotary Torso,,59.0,15.0,,313
314,2024-04-20,Musculation,Mobilités Jambes,Rotary Torso,,59.0,15.0,,314
315,2024-04-20,Musculation,Mobilités Jambes,Abdos Inclinés,,20.0,15.0,,315
316,2024-04-20,Musculation,Mobilités Jambes,Abdos Inclinés,,20.0,15.0,,316
317,2024-04-20,Musculation,Mobilités Jambes,Abdos Inclinés,,20.0,15.0,,317
318,2024-04-20,Musculation,Mobilités Jambes,Squat,,40.0,15.0,,318
319,2024-04-20,Musculation,Mobilités Jambes,Squat,,50.0,15.0,,319
320,2024-04-20,Musculation,Mobilités Jambes,Squat,,60.0,15.0,,320
321,2024-04-20,Musculation,Mobilités Jambes,Squat,,70.0,15.0,,321
322,2024-04-20,Musculation,Mobilités Jambes,Squat,,80.0,15.0,,322
323,2024-04-23,Musculation,Mobilités Jambes,Rotary Torso,,59.0,10.0,,323
324,2024-04-23,Musculation,Mobilités Jambes,Rotary Torso,,59.0,10.0,,324
325,2024-04-23,Musculation,Mobilités Jambes,Rotary Torso,,59.0,10.0,,325
326,2024-04-30,Musculation,Dos,Lat Pull,,54.3,10.0,,326
327,2024-04-30,Musculation,Dos,Lat Pull,,54.3,10.0,,327
328,2024-04-30,Musculation,Dos,Lat Pull,,54.3,10.0,,328
329,2024-04-30,Musculation,Dos,Lat Pull,,59.0,10.0,,329
330,2024-04-30,Musculation,Dos,Biceps Curl Poulie,,23.0,10.0,,330
331,2024-04-30,Musculation,Dos,Biceps Curl Poulie,,25.3,12.0,,331
332,2024-04-30,Musculation,Dos,Biceps Curl Poulie,,25.3,12.0,,332
333,2024-04-30,Musculation,Dos,Biceps Curl Poulie,,25.3,12.0,,333
334,2024-04-30,Musculation,Dos,Biceps Curl Poulie,,27.0,12.0,,334
