,Date,Sport,Séance,Exercice,Durée,poid,Nbr_de_repetitions,Commentaire,id
1356,2024-09-25,Musculation,Épaules,Triceps Pull Downs Poulie,,32.0,10.0,,1356
1357,2024-09-27,Musculation,Dos,Traction avec Élastique,,,10.0,,1357
1358,2024-09-27,Musculation,Dos,Traction avec Élastique,,,10.0,,1358
1359,2024-09-27,Musculation,Dos,Traction avec Élastique,,,10.0,,1359
1360,2024-09-27,Musculation,Dos,Traction avec Élastique,,,7.0,,1360
1361,2024-09-27,Musculation,Dos,Traction avec Élastique,,,7.0,,1361
1362,2024-09-27,Musculation,Dos,Seated Row,,45.0,11.0,,1362
1363,2024-09-27,Musculation,Dos,Seated Row,,45.0,11.0,,1363
1364,2024-09-27,Musculation,Dos,Seated Row,,45.0,11.0,,1364
1365,2024-09-27,Musculation,Dos,Seated Row,,45.0,11.0,,1365
1366,2024-09-27,Musculation,Dos,Back Extension,,10.0,10.0,,1366
1367,2024-09-27,Musculation,Dos,Back Extension,,10.0,10.0,,1367
1368,2024-09-27,Musculation,Dos,Back Extension,,10.0,10.0,,1368
1369,2024-09-27,Musculation,Dos,Back Extension,,10.0,10.0,,1369
1370,2024-09-27,Musculation,Dos,Biceps Curl Allongé,,8.0,10.0,,1370
1371,2024-09-27,Musculation,Dos,Biceps Curl Allongé,,8.0,10.0,,1371
1372,2024-09-27,Musculation,Dos,Biceps Curl Allongé,,8.0,10.0,,1372
1373,2024-09-27,Musculation,Dos,Biceps Curl Allongé,,8.0,10.0,,1373
1374,2024-09-27,Musculation,Dos,Biceps Curl Allongé,,8.0,5.0,,1374
1375,2024-10-01,Musculation,Dos,Lat Pull,,52.0,10.0,,1375
1376,2024-10-01,Musculation,Dos,Lat Pull,,52.0,10.0,,1376
1377,2024-10-01,Musculation,Dos,Lat Pull,,59.0,10.0,,1377
1378,2024-10-01,Musculation,Dos,Lat Pull,,59.0,10.0,,1378
1379,2024-10-04,Musculation,Pectoraux,Développé Couché Incliné Haut,,40.0,10.0,,1379
1380,2024-10-04,Musculation,Pectoraux,Développé Couché Incliné Haut,,40.0,10.0,,1380
1381,2024-10-04,Musculation,Pectoraux,Développé Couché Incliné Haut,,40.0,10.0,,1381
1382,2024-10-04,Musculation,Pectoraux,Développé Couché Incliné Haut,,40.0,10.0,,1382
1383,2024-10-04,Musculation,Pectoraux,Développé Couché Incliné Haut,,40.0,10.0,,1383
1384,2024-10-04,Musculation,Pectoraux,Développé Couché Incliné Haut,,50.0,8.0,,1384
1385,2024-10-04,Musculation,Pectoraux,Triceps à la Poulie Inversée,,41.0,10.0,,1385
1386,2024-10-04,Musculation,Pectoraux,Triceps à la Poulie Inversée,,41.0,10.0,,1386
1387,2024-10-04,Musculation,Pectoraux,Triceps à la Poulie Inversée,,41.0,10.0,,1387
1388,2024-10-04,Musculation,Pectoraux,Triceps à la Poulie Inversée,,41.0,10.0,,1388
1389,2024-10-04,Musculation,Pectoraux,Triceps à la Poulie Inversée,,41.0,10.0,,1389
1390,2024-10-05,Musculation,Full Body,Converging Shoulder Press,,20.3,10.0,,1390
1391,2024-10-05,Musculation,Full Body,Converging Shoulder Press,,23.0,10.0,,1391
1392,2024-10-05,Musculation,Full Body,Converging Shoulder Press,,23.0,10.0,,1392
1393,2024-10-05,Musculation,Full Body,Converging Shoulder Press,,23.0,10.0,,1393
1394,2024-10-05,Musculation,Full Body,Traction avec Élastique,,4.0,10.0,,1394
1395,2024-10-05,Musculation,Full Body,Traction avec Élastique,,4.0,10.0,,1395
1396,2024-10-05,Musculation,Full Body,Traction avec Élastique,,4.0,10.0,,1396
1397,2024-10-05,Musculation,Full Body,Traction avec Élastique,,4.0,10.0,,1397
1398,2024-10-05,Musculation,Full Body,Squat,,60.0,10.0,,1398
1399,2024-10-05,Musculation,Full Body,Squat,,50.0,10.0,,1399
1400,2024-10-05,Musculation,Full Body,Squat,,50.0,10.0,,1400
1401,2024-10-05,Musculation,Full Body,Squat,,50.0,10.0,,1401
1402,2024-10-05,Musculation,Full Body,Abs Wheel,,,10.0,,1402
1403,2024-10-05,Musculation,Full Body,Abs Wheel,,,10.0,,1403
1404,2024-10-07,Musculation,Pectoraux,Développé Couché Haltères,,18.0,10.0,,1404
1405,2024-10-07,Musculation,Pectoraux,Développé Couché Haltères,,18.0,10.0,,1405
1406,2024-10-07,Musculation,Pectoraux,Développé Couché Haltères,,18.0,10.0,,1406
1407,2024-10-07,Musculation,Pectoraux,Développé Couché Haltères,,18.0,10.0,,1407
1408,2024-10-07,Musculation,Pectoraux,Développé Couché Haltères,,18.0,10.0,,1408
1409,2024-10-07,Musculation,Pectoraux,Triceps à la Poulie Inversée,,36.0,10.0,,1409
1410,2024-10-07,Musculation,Pectoraux,Triceps à la Poulie Inversée,,36.0,10.0,,1410
1411,2024-10-07,Musculation,Pectoraux,Triceps à la Poulie Inversée,,36.0,10.0,,1411
1412,2024-10-07,Musculation,Pectoraux,Triceps à la Poulie Inversée,,36.0,10.0,,1412
1413,2024-10-07,Musculation,Pectoraux,Triceps à la Poulie Inversée,,36.0,10.0,,1413
1414,2024-10-07,Musculation,Pectoraux,Triceps à la Poulie Inversée,,36.0,10.0,,1414
1415,2024-10-07,Musculation,Pectoraux,Pec Fly,,73.0,10.0,,1415
1416,2024-10-07,Musculation,Pectoraux,Pec Fly,,73.0,10.0,,1416
1417,2024-10-07,Musculation,Pectoraux,Pec Fly,,73.0,10.0,,1417
1418,2024-10-07,Musculation,Pectoraux,Pec Fly,,73.0,10.0,,1418
1419,2024-10-07,Musculation,Pectoraux,Pec Fly,,73.0,10.0,,1419
1420,2024-10-07,Musculation,Pectoraux,Seated Dips,,45.0,10.0,,1420
1421,2024-10-07,Musculation,Pectoraux,Seated Dips,,45.0,10.0,,1421
1422,2024-10-07,Musculation,Pectoraux,Seated Dips,,45.0,10.0,,1422
1423,2024-10-07,Musculation,Pectoraux,Seated Dips,,45.0,10.0,,1423
1424,2024-10-07,Musculation,Pectoraux,Seated Dips,,45.0,10.0,,1424
1425,2024-10-07,Musculation,Pectoraux,Converging Shoulder Press,,23.0,10.0,,1425
1426,2024-10-09,Musculation,Jambes,Squat,,60.0,10.0,,1426
1427,2024-10-09,Musculation,Jambes,Squat,,60.0,10.0,,1427
1428,2024-10-09,Musculation,Jambes,Squat,,60.0,10.0,,1428
1429,2024-10-09,Musculation,Jambes,Squat,,60.0,10.0,,1429
1430,2024-10-09,Musculation,Jambes,Squat,,60.0,10.0,,1430
1431,2024-10-09,Musculation,Jambes,Hip Thrust,,100.0,10.0,,1431
1432,2024-10-09,Musculation,Jambes,Hip Thrust,,100.0,10.0,,1432
1433,2024-10-09,Musculation,Jambes,Hip Thrust,,100.0,10.0,,1433
1434,2024-10-09,Musculation,Jambes,Hip Thrust,,100.0,10.0,,1434
1435,2024-10-09,Musculation,Jambes,Hip Thrust,,100.0,10.0,,1435
1436,2024-10-09,Musculation,Jambes,Mollet sur Leg Press,,66.0,10.0,,1436
1437,2024-10-09,Musculation,Jambes,Mollet sur Leg Press,,66.0,10.0,,1437
1438,2024-10-09,Musculation,Jambes,Mollet sur Leg Press,,66.0,10.0,,1438
1439,2024-10-09,Musculation,Jambes,Mollet sur Leg Press,,66.0,10.0,,1439
1440,2024-10-09,Musculation,Jambes,Mollet sur Leg Press,,66.0,10.0,,1440
1441,2024-10-09,Musculation,Jambes,Leg Press,,66.0,10.0,,1441
1442,2024-10-09,Musculation,Jambes,Leg Press,,66.0,10.0,,1442
1443,2024-10-09,Musculation,Jambes,Leg Press,,66.0,10.0,,1443
1444,2024-10-09,Musculation,Jambes,Leg Press,,66.0,10.0,,1444
1445,2024-10-09,Musculation,Jambes,Hip Abduction,,45.0,10.0,,1445
1446,2024-10-09,Musculation,Jambes,Hip Abduction,,45.0,10.0,,1446
1447,2024-10-09,Musculation,Jambes,Hip Abduction,,45.0,10.0,,1447
1448,2024-10-09,Musculation,Jambes,Hip Abduction,,45.0,10.0,,1448
1449,2024-10-09,Musculation,Jambes,Hip Abduction,,45.0,10.0,,1449
1450,2024-10-10,Musculation,Dos,Lat Pull,,52.0,10.0,,1450
1451,2024-10-10,Musculation,Dos,Lat Pull,,52.0,10.0,,1451
1452,2024-10-10,Musculation,Dos,Lat Pull,,52.0,10.0,,1452
1453,2024-10-10,Musculation,Dos,Lat Pull,,52.0,10.0,,1453
1454,2024-10-10,Musculation,Dos,Lat Pull,,52.0,10.0,,1454
1455,2024-10-10,Musculation,Dos,Biceps Curl Allongé,,8.0,10.0,,1455
1456,2024-10-10,Musculation,Dos,Biceps Curl Allongé,,8.0,10.0,,1456
1457,2024-10-10,Musculation,Dos,Biceps Curl Allongé,,8.0,10.0,,1457
1458,2024-10-10,Musculation,Dos,Biceps Curl Allongé,,8.0,7.0,,1458
1459,2024-10-10,Musculation,Dos,Biceps Curl Allongé,,8.0,7.0,,1459
1460,2024-10-10,Musculation,Dos,Rear Delt,,66.0,10.0,,1460
1461,2024-10-10,Musculation,Dos,Rear Delt,,66.0,10.0,,1461
1462,2024-10-10,Musculation,Dos,Rear Delt,,66.0,10.0,,1462
