id,Date,Sport,Séance,Exercice,Durée,poid,Nbr_de_repetitions,Commentaire
349,2024-04-30,Musculation,Dos,Biceps Curls à la Poulie,,27.0,12.0,
350,2024-04-30,Musculation,Dos,Rear Delt,,59.0,10.0,
351,2024-04-30,Musculation,Dos,Rear Delt,,59.0,10.0,
352,2024-04-30,Musculation,Dos,Rear Delt,,59.0,10.0,
353,2024-04-30,Musculation,Dos,Rear Delt,,59.0,10.0,
354,2024-04-30,Musculation,Dos,Rear Delt,,59.0,10.0,
355,2024-04-30,Musculation,Jambes,Seated Row,,61.3,8.0,
356,2024-04-30,Musculation,Jambes,Seated Row,,61.3,8.0,
357,2024-04-30,Musculation,Jambes,Seated Row,,,,
358,2024-04-30,Musculation,Jambes,Seated Row,,61.3,8.0,
359,2024-02-05,Musculation,Jambes,Squat,,65.0,10.0,
360,2024-02-05,Musculation,Jambes,Squat,,65.0,10.0,
361,2024-02-05,Musculation,Jambes,Squat,,65.0,10.0,
362,2024-02-05,Musculation,Jambes,Squat,,65.0,10.0,
363,2024-02-05,Musculation,Jambes,Squat,,65.0,10.0,
364,2024-02-05,Musculation,Jambes,Hip Trust,,30.0,10.0,
365,2024-02-05,Musculation,Jambes,Hip Trust,,30.0,10.0,
366,2024-02-05,Musculation,Jambes,Hip Trust,,30.0,10.0,
367,2024-02-05,Musculation,Jambes,Hip Trust,,30.0,10.0,
368,2024-02-05,Musculation,Jambes,Hip Trust,,30.0,10.0,
369,2024-02-05,Musculation,Jambes,Leg Press,,73.0,12.0,
370,2024-02-05,Musculation,Jambes,Leg Press,,73.0,12.0,
371,2024-02-05,Musculation,Jambes,Leg Press,,73.0,12.0,
372,2024-02-05,Musculation,Jambes,Leg Press,,73.0,12.0,
373,2024-02-05,Musculation,Jambes,Leg Press,,73.0,12.0,
374,2024-02-05,Musculation,Jambes,Leg Extension ,,52.0,10.0,
375,2024-02-05,Musculation,Jambes,Leg Extension ,,52.0,10.0,
376,2024-02-05,Cardio,,Cross Trainning,60.0,,,
377,2024-03-05,Musculation,Épaules,Développer Militaire à la Barre,,40.0,10.0,
378,2024-03-05,Musculation,Épaules,Développer Militaire à la Barre,,40.0,10.0,
379,2024-03-05,Musculation,Épaules,Développer Militaire à la Barre,,40.0,10.0,
380,2024-03-05,Musculation,Épaules,Triceps à la Poulie Inversée,,32.0,12.0,
381,2024-03-05,Musculation,Épaules,Triceps à la Poulie Inversée,,32.0,12.0,
382,2024-03-05,Musculation,Épaules,Triceps à la Poulie Inversée,,36.0,12.0,
383,2024-03-05,Musculation,Épaules,Triceps à la Poulie Inversée,,36.0,12.0,
384,2024-03-05,Musculation,Épaules,Triceps à la Poulie Inversée,,36.0,12.0,
385,2024-03-05,Musculation,Épaules,Élévations Latérales à la Poulie,,20.3,10.0,
386,2024-03-05,Musculation,Épaules,Élévations Latérales à la poulie,,20.3,10.0,
387,2024-03-05,Musculation,Épaules,Élévations Latérales à la Poulie,,20.3,10.0,
388,2024-03-05,Musculation,Épaules,converging shoulder press,,23.0,10.0,
389,2024-03-05,Musculation,Épaules,Converging Shoulder Press,,23.0,10.0,
390,2024-03-05,Musculation,Épaules,Élévations latérales,,5.0,10.0,
391,2024-03-05,Musculation,Épaules,Élévations Latérales,,5.0,10.0,
392,2024-03-05,Musculation,Épaules,Élévations Latérales,,5.0,10.0,
393,2024-03-05,Musculation,Épaules,Élévations Latérales,,5.0,10.0,
394,2024-03-05,Musculation,Épaules,Élévations Latérales,,5.0,10.0,
395,2024-09-05,Musculation,Jambes,Squat,,60.0,10.0,
396,2024-09-05,Musculation,Jambes,Squat,,80.0,10.0,
397,2024-09-05,Musculation,Jambes,Squat,,80.0,10.0,
398,2024-09-05,Musculation,Jambes,Squat,,70.0,10.0,
399,2024-09-05,Musculation,Jambes,Squat,,70.0,10.0,
400,2024-09-05,Musculation,Jambes,Hip Trust,,100.0,10.0,
401,2024-09-05,Musculation,Jambes,Hip trust,,100.0,10.0,
402,2024-09-05,Musculation,Jambes,Hip Trust,,100.0,10.0,
403,2024-09-05,Musculation,Jambes,Hip Trust,,100.0,10.0,
404,2024-09-05,Musculation,Jambes,Hip Trust,,100.0,10.0,
405,2024-09-05,Musculation,Jambes,Mollets sur Leg Press,,73.0,10.0,
406,2024-09-05,Musculation,Jambes,Mollets sur Leg Press,,73.0,10.0,
407,2024-09-05,Musculation,Jambes,Mollets sur Leg Press,,73.0,10.0,
408,2024-09-05,Musculation,Jambes,Mollets sur Leg Press,,73.0,10.0,
409,2024-09-05,Musculation,Jambes,Mollets sur Leg Press,,73.0,10.0,
410,2024-09-05,Musculation,Jambes,Hip Abduction vers intérieur,,59.0,10.0,
411,2024-09-05,Musculation,Jambes,Hip Abduction vers intérieur,,59.0,10.0,
412,2024-09-05,Musculation,Jambes,Hip Abduction vers intérieur,,59.0,10.0,
413,2024-09-05,Musculation,Jambes,Hip Abduction vers intérieur,,59.0,10.0,
414,2024-09-05,Musculation,Jambes,Hip Abduction vers intérieur,,59.0,10.0,
415,2024-09-05,Musculation,Jambes,Hip Abduction vers exterieur,,59.0,10.0,
416,2024-09-05,Musculation,Jambes,Hip Abduction vers exterieur,,59.0,10.0,
417,2024-09-05,Musculation,Jambes,Hip Abduction vers exterieur,,59.0,10.0,
418,2024-09-05,Musculation,Jambes,Hip Abduction vers exterieur,,59.0,10.0,
419,2024-09-05,Musculation,Jambes,leg extension,,59.0,19.0,
420,2024-09-05,Musculation,Jambes,leg extension,,52.0,12.0,
421,2024-09-05,Musculation,Jambes,leg extension,,52.0,12.0,
422,2024-09-05,Musculation,Jambes,leg extension,,52.0,12.0,
423,2024-10-05,Musculation,Haut du Corps,Développer Militaire à la Barre,,40.0,10.0,
424,2024-10-05,Musculation,Haut du Corps,Développer Militaire à la Barre,,50.0,10.0,
425,2024-10-05,Musculation,Haut du Corps,Développer Militaire à la Barre,,50.0,8.0,
426,2024-10-05,Musculation,Haut du Corps,Développer Militaire à la Barre,,50.0,8.0,
427,2024-10-05,Musculation,Haut du Corps,Développer Militaire à la Barre,,40.0,10.0,
428,2024-10-05,Musculation,Haut du Corps,Pec Fly,,66.0,12.0,
429,2024-10-05,Musculation,Haut du Corps,Pec Fly,,66.0,12.0,
430,2024-10-05,Musculation,Haut du Corps,Pec Fly,,72.0,12.0,
431,2024-10-05,Musculation,Haut du Corps,Pec Fly,,72.0,12.0,
432,2024-10-05,Musculation,Haut du Corps,Pec Fly,,72.0,12.0,
433,2024-10-05,Musculation,Haut du Corps,Pec Fly,,,,Penser à prendre la poignée la plus basse
434,2024-10-05,Musculation,Haut du Corps,Converging Chest Press,,32.0,12.0,
435,2024-10-05,Musculation,Haut du Corps,Converging Chest Press,,32.0,12.0,
436,2024-10-05,Musculation,Haut du Corps,Converging Chest Press,,34.3,12.0,
437,2024-10-05,Musculation,Haut du Corps,Converging Chest Press,,34.3,12.0,
438,2024-10-05,Musculation,Haut du Corps,Converging Chest Press,,34.3,12.0,
439,2024-10-05,Musculation,Haut du Corps,Triceps à la Poulie Inversée,,36.0,12.0,
440,2024-10-05,Musculation,Haut du Corps,Triceps à la Poulie Inversée,,36.0,12.0,
441,2024-10-05,Musculation,Haut du Corps,Triceps à la Poulie Inversée,,36.0,12.0,
442,2024-11-05,Musculation,Dos,Traction avec Élastique,,,5.0,
443,2024-11-05,Musculation,Dos,Traction avec Élastique,,,5.0,
444,2024-11-05,Musculation,Dos,Traction avec Élastique,,,5.0,
445,2024-11-05,Musculation,Dos,Traction avec Élastique,,,5.0,
446,2024-11-05,Musculation,Dos,traction avec élastique,,,5.0,
447,2024-11-05,Musculation,Dos,Tirage Verticale,,59.0,8.0,
448,2024-11-05,Musculation,Dos,Tirage Verticale,,59.0,10.0,
449,2024-11-05,Musculation,Dos,Tirage Verticale,,59.0,7.0,
450,2024-11-05,Musculation,Dos,Tirage Verticale,,59.0,10.0,
451,2024-11-05,Musculation,Dos,Tirage Verticale,,59.0,5.0,
452,2024-11-05,Musculation,Dos,Biceps Curls,,6.0,10.0,
453,2024-11-05,Musculation,Dos,Biceps Curls,,6.0,12.0,
454,2024-11-05,Musculation,Dos,Biceps Curls,,6.0,10.0,
455,2024-11-05,Musculation,Dos,Biceps Curls,,6.0,12.0,
456,2024-11-05,Musculation,Dos,Rear Delt,,59.0,12.0,
457,2024-11-05,Musculation,Dos,Rear Delt,,59.0,12.0,
458,2024-11-05,Musculation,Dos,Rear Delt,,59.0,10.0,
459,2024-05-13,Cardio,,Vélo Elliptique,30.0,,,
460,2024-05-13,Musculation,Dos,Back Extension,,10.0,10.0,
461,2024-05-13,Musculation,Dos,Back Extension,,10.0,10.0,
462,2024-05-13,Musculation,Dos,Back Extension,,10.0,10.0,
463,2024-05-13,Musculation,Dos,Back Extension,,10.0,10.0,
464,2024-05-13,Musculation,Dos,Back Extension,,10.0,10.0,
465,2024-05-13,Musculation,Dos,Rotary Torso,,59.0,10.0,
466,2024-05-13,Musculation,Dos,Rotary Torso,,64.0,10.0,
467,2024-05-13,Musculation,Dos,Rotary Torso,,64.0,10.0,
468,2024-05-13,Cardio,,Vélo Elliptique,10.0,,,
469,2024-05-13,Cardio,,Cross Trainning,60.0,,,
470,2024-05-14,Musculation,Pectoraux,Développé Couché,,40.0,15.0,
471,2024-05-14,Musculation,Pectoraux,Développé Couché,,50.0,12.0,
472,2024-05-14,Musculation,Pectoraux,Développé Couché,,50.0,8.0,
473,2024-05-14,Musculation,Pectoraux,Développé Couché,,50.0,9.0,
474,2024-05-14,Musculation,Pectoraux,Ecartés Poulie,,21.3,10.0,
475,2024-05-14,Musculation,Pectoraux,Ecartés Poulie,,21.3,10.0,
476,2024-05-14,Musculation,Pectoraux,Ecartés Poulie,,21.3,10.0,
477,2024-05-14,Musculation,Pectoraux,Ecartés Poulie,,21.3,10.0,
478,2024-05-14,Musculation,Pectoraux,Ecartés Poulie,,21.3,10.0,
479,2024-05-14,Musculation,Pectoraux,Triceps à la Poulie Inversée,,34.3,15.0,
480,2024-05-14,Musculation,Pectoraux,Triceps à la Poulie Inversée,,38.3,15.0,
481,2024-05-14,Musculation,Pectoraux,Triceps à la Poulie Inversée,,38.3,15.0,
482,2024-05-14,Musculation,Pectoraux,Triceps à la Poulie Inversée,,38.3,15.0,
483,2024-05-14,Musculation,Pectoraux,Triceps à la Poulie Inversée,,38.3,12.0,
484,2024-05-14,Musculation,Pectoraux,Pec Fly,,79.0,19.0,
485,2024-05-14,Musculation,Pectoraux,Pec Fly,,79.0,8.0,
486,2024-05-14,Musculation,Pectoraux,Pec Fly,,79.0,8.0,
487,2024-05-14,Musculation,Pectoraux,Pec Fly,,79.0,8.0,
488,2024-05-14,Musculation,Pectoraux,Pec Fly,,79.0,8.0,
489,2024-05-15,Cardio,,Tennis,60.0,,,
490,2024-05-16,Musculation,Full Body,Développer Militaire à la Barre,,45.0,10.0,
491,2024-05-16,Musculation,Full Body,Développer Militaire à la Barre,,45.0,10.0,
492,2024-05-16,Musculation,Full Body,Développer Militaire à la Barre,,45.0,10.0,
493,2024-05-16,Musculation,Full Body,Développer Militaire à la Barre,,45.0,10.0,
494,2024-05-16,Musculation,Full Body,Développer Militaire à la Barre,,45.0,10.0,
495,2024-05-16,Musculation,Dos,Traction avec Élastique,,,10.0,
496,2024-05-16,Musculation,Dos,Traction avec Élastique,,,10.0,
497,2024-05-16,Musculation,Dos,Traction avec Élastique,,,10.0,
498,2024-05-16,Musculation,Dos,Traction avec Élastique,,,10.0,
499,2024-05-16,Musculation,Dos,Traction avec Élastique,,,10.0,
500,2024-05-17,Musculation,Jambes,Squat,,60.0,10.0,
501,2024-05-17,Musculation,Jambes,Squat,,60.0,10.0,
502,2024-05-17,Musculation,Jambes,Squat,,60.0,10.0,
503,2024-05-17,Musculation,Jambes,Squat,,60.0,10.0,
504,2024-05-17,Musculation,Jambes,Squat,,60.0,10.0,
505,2024-05-17,Musculation,Jambes,Hip Trust,,100.0,10.0,
506,2024-05-17,Musculation,Jambes,Hip Trust,,100.0,10.0,
507,2024-05-17,Musculation,Jambes,Hip Trust,,100.0,10.0,
508,2024-05-17,Musculation,Jambes,Hip Trust,,100.0,10.0,
509,2024-05-18,Cardio,,Cross Trainning,60.0,,,
510,2024-05-18,Musculation,Bras,Biceps Curls à la Poulie,,32.0,10.0,
511,2024-05-18,Musculation,Bras,Biceps Curls à la Poulie,,27.0,10.0,
512,2024-05-18,Musculation,Bras,Biceps Curls à la Poulie,,27.0,10.0,
513,2024-05-18,Musculation,Bras,Biceps Curls à la Poulie,,27.0,10.0,
514,2024-05-18,Musculation,Bras,Biceps Curls à la Poulie,,27.0,10.0,
515,2024-05-18,Musculation,Bras,Triceps à la Poulie Inversée,,36.0,10.0,
516,2024-05-18,Musculation,Bras,Triceps à la Poulie Inversée,,41.0,12.0,
517,2024-05-18,Musculation,Bras,Triceps à la Poulie Inversée,,41.0,12.0,
518,2024-05-18,Musculation,Bras,Triceps à la Poulie Inversée,,43.3,12.0,
519,2024-05-18,Musculation,Bras,Triceps à la Poulie Inversée,,43.3,12.0,
520,2024-05-18,Musculation,Bras,Triceps à la Poulie Inversée,,45.0,11.0,
521,2024-05-18,Musculation,Bras,Biceps Curls,,7.0,10.0,
522,2024-05-18,Musculation,Bras,Biceps Curls,,7.0,10.0,
523,2024-05-19,Musculation,Épaules,Converging Shoulder Press,,27.0,12.0,
524,2024-05-19,Musculation,Épaules,Converging Shoulder Press,,32.0,10.0,
525,2024-05-19,Musculation,Épaules,Converging Shoulder Press,,32.0,10.0,
526,2024-05-19,Musculation,Épaules,Converging Shoulder Press,,32.0,10.0,
527,2024-05-19,Musculation,Épaules,Converging Shoulder Press,,27.0,10.0,
528,2024-05-19,Musculation,Épaules,Élévations frontales,,7.0,10.0,
529,2024-05-19,Musculation,Épaules,Élévations Frontales,,7.0,12.0,
530,2024-05-19,Musculation,Épaules,Élévations Frontales,,7.0,12.0,
531,2024-05-19,Musculation,Épaules,Élévations Frontales,,7.0,12.0,
532,2024-05-19,Musculation,Épaules,Élévations Latérales,,6.0,10.0,
533,2024-05-19,Musculation,Épaules,Élévations Latérales,,6.0,10.0,
534,2024-05-19,Musculation,Épaules,Élévations Latérales,,6.0,10.0,
535,2024-05-19,Musculation,Épaules,Élévations Latérales,,6.0,10.0,
536,2024-05-20,Musculation,Pectoraux,Développé Couché haltère,,18.0,12.0,
537,2024-05-20,Musculation,Pectoraux,Développé Couché haltère,,18.0,12.0,
538,2024-05-20,Musculation,Pectoraux,Développé Couché haltère,,18.0,12.0,
539,2024-05-20,Musculation,Pectoraux,Développé Couché haltère,,18.0,12.0,
540,2024-05-20,Musculation,Pectoraux,Développé Couché haltère,,18.0,12.0,
541,2024-05-20,Musculation,Bras,Triceps à la Poulie,,29.3,10.0,
542,2024-05-20,Musculation,Bras,Triceps à la Poulie,,29.3,10.0,
543,2024-05-20,Musculation,Bras,Triceps à la Poulie,,34.3,10.0,
544,2024-05-20,Musculation,Bras,Triceps à la Poulie,,34.3,10.0,
545,2024-05-20,Musculation,Bras,Triceps à la Poulie,,34.3,10.0,
546,2024-05-20,Musculation,Pectoraux,Pec Fly,,66.0,15.0,
547,2024-05-20,Musculation,Pectoraux,Pec Fly,,73.0,12.0,
548,2024-05-20,Musculation,Pectoraux,Pec Fly,,73.0,12.0,
549,2024-05-20,Musculation,Pectoraux,Pec Fly,,73.0,12.0,
550,2024-05-20,Musculation,Pectoraux,Pec Fly,,73.0,12.0,
551,2024-05-20,Musculation,Bras,Dips,,,15.0,
552,2024-05-20,Musculation,Bras,Dips,,,15.0,
553,2024-05-20,Musculation,Bras,Dips,,,15.0,
554,2024-05-20,Musculation,Bras,Dips,,,15.0,
555,2024-05-20,Musculation,Bras,Dips,,,15.0,
556,2024-05-21,Cardio,,Course sur Tapis,,,,
557,2024-05-21,Musculation,Dos,Lat Pull,,66.0,7.0,
558,2024-05-21,Musculation,Dos,Lat Pull,,66.0,7.0,
559,2024-05-21,Musculation,Dos,Lat Pull,,59.0,10.0,
560,2024-05-21,Musculation,Dos,Lat Pull,,59.0,10.0,
561,2024-05-21,Musculation,Dos,Lat Pull,,59.0,10.0,
562,2024-05-21,Musculation,Dos,Lat Pull,,59.0,10.0,
563,2024-05-21,Musculation,Dos,Banc à Lombaire,,10.0,10.0,
564,2024-05-21,Musculation,Dos,Banc à Lombaire,,10.0,10.0,
565,2024-05-21,Musculation,Dos,Banc à Lombaire,,10.0,10.0,
566,2024-05-21,Musculation,Dos,Banc à Lombaire,,10.0,10.0,
567,2024-05-21,Musculation,Dos,Diverging Seated Row,,52.0,8.0,
568,2024-05-21,Musculation,Dos,Diverging Seated Row,,52.0,8.0,
569,2024-05-21,Musculation,Dos,Diverging Seated Row,,52.0,8.0,
570,2024-05-21,Musculation,Dos,Diverging Seated Row,,52.0,8.0,
571,2024-05-21,Cardio,,Tennis,60.0,,,
572,2024-05-21,Cardio,,Cross Trainning,60.0,,,
573,2024-05-22,Cardio,,Vélo Elliptique,30.0,,,
574,2024-05-22,Musculation,Full Body,Squat,,60.0,10.0,
575,2024-05-22,Musculation,Full Body,Squat,,60.0,10.0,
576,2024-05-22,Musculation,Full Body,Squat,,60.0,10.0,
577,2024-05-22,Musculation,Full Body,Squat,,70.0,10.0,
578,2024-05-22,Musculation,Full Body,Squat,,80.0,10.0,
579,2024-05-22,Musculation,Full Body,Hip Trust,,100.0,10.0,
580,2024-05-22,Musculation,Full Body,Hip Trust,,100.0,10.0,
581,2024-05-22,Musculation,Full Body,Hip Trust,,100.0,10.0,
582,2024-05-23,Musculation,Bras,Biceps Curls à la Poulie,,27.0,10.0,
583,2024-05-23,Musculation,Bras,Biceps Curls à la Poulie,,27.0,10.0,
584,2024-05-23,Musculation,Bras,Biceps Curls à la Poulie,,27.0,10.0,
585,2024-05-23,Musculation,Bras,Biceps Curls à la Poulie,,27.0,10.0,
586,2024-05-23,Musculation,Bras,triceps doubles chassées poulie,,9.0,12.0,
587,2024-05-23,Musculation,Bras,Triceps Doubles Chassées à la Poulie,,11.5,10.0,
588,2024-05-23,Musculation,Bras,Triceps Doubles Chassées à la Poulie,,14.0,10.0,
589,2024-05-23,Musculation,Bras,Triceps Doubles Chassées à la Poulie,,14.0,10.0,
590,2024-05-23,Musculation,Abdos,Abdos Inclinés,,15.0,10.0,
591,2024-05-23,Musculation,Abdos,Abdos Inclinés,,15.0,10.0,
592,2024-05-23,Musculation,Bras,Arm Curl,,29.3,10.0,
593,2024-05-23,Musculation,Bras,Arm Curl,,32.0,10.0,
594,2024-05-23,Musculation,Bras,Arm Curl,,34.3,10.0,
595,2024-05-23,Musculation,Bras,Arm Curl,,36.0,10.0,
596,2024-05-23,Cardio,,Tennis,60.0,,,
597,2024-05-25,Musculation,Full Body,Rear Delt,,73.0,10.0,
598,2024-05-25,Musculation,Full Body,Rear Delt,,73.0,10.0,
599,2024-05-25,Musculation,Full Body,Rear Delt,,73.0,10.0,
600,2024-05-25,Musculation,Full Body,Rear Delt,,73.0,10.0,
601,2024-05-25,Musculation,Full Body,Rear Delt,,73.0,10.0,Trop lourd
602,2024-05-25,Musculation,Full Body,Lat Pull,,59.0,10.0,
603,2024-05-25,Musculation,Full Body,Lat Pull,,59.0,10.0,
604,2024-05-25,Musculation,Full Body,Lat Pull,,59.0,10.0,
605,2024-05-25,Musculation,Full Body,Lat Pull,,59.0,10.0,
606,2024-05-25,Musculation,Full Body,Lat Pull,,59.0,10.0,Bon poid essayer de monter dans 2 séances
607,2024-05-25,Musculation,Full Body,Squat,,80.0,10.0,
608,2024-05-25,Musculation,Full Body,Squat,,80.0,10.0,
609,2024-05-25,Musculation,Full Body,Squat,,80.0,10.0,
610,2024-05-25,Musculation,Full Body,Squat,,80.0,10.0,
611,2024-05-25,Musculation,Full Body,Squat,,80.0,10.0,Bon poid
612,2024-05-25,Musculation,Full Body,Développé Couché,,55.0,10.0,
613,2024-05-25,Musculation,Full Body,Développé Couché,,55.0,10.0,
614,2024-05-25,Musculation,Full Body,Développé Couché,,55.0,10.0,
615,2024-05-25,Musculation,Full Body,Développé Couché,,55.0,10.0,Encore un peu lourd mais j’essaie de partir sur ce poid moyen
616,2024-05-27,Musculation,Pectoraux,Développé Couché haltère,,20.0,10.0,
617,2024-05-27,Musculation,Pectoraux,Développé Couché haltère,,20.0,10.0,
618,2024-05-27,Musculation,Pectoraux,Développé Couché haltère,,20.0,10.0,
619,2024-05-27,Musculation,Pectoraux,Développé Couché haltère,,20.0,10.0,
620,2024-05-27,Musculation,Pectoraux,Développé Couché haltère,,20.0,10.0,essayer de monter prochaine séance
621,2024-05-27,Musculation,Pectoraux,pectoraux à la coulis,,25.3,10.0,
622,2024-05-27,Musculation,Pectoraux,pectoraux à la coulis,,25.3,10.0,
623,2024-05-27,Musculation,Pectoraux,pectoraux à la coulis,,25.3,10.0,
624,2024-05-27,Musculation,Pectoraux,pectoraux à la coulis,,25.3,10.0,
625,2024-05-27,Musculation,Pectoraux,pectoraux à la coulis,,25.3,10.0,
626,2024-05-27,Musculation,Pectoraux,Pectoraux coulis vers le bas,,20.3,10.0,
627,2024-05-27,Musculation,Pectoraux,Pectoraux coulis vers le bas,,23.0,10.0,
628,2024-05-27,Musculation,Pectoraux,Pectoraux coulis vers le bas,,23.0,10.0,
629,2024-05-27,Musculation,Pectoraux,Pectoraux coulis vers le bas,,23.0,10.0,
630,2024-05-27,Musculation,Pectoraux,Pectoraux coulis vers le bas,,23.0,10.0,
631,2024-05-27,Musculation,Bras,Triceps à la Poulie Inversée,,36.0,15.0,
632,2024-05-27,Musculation,Bras,Triceps à la Poulie Inversée,,41.0,12.0,
633,2024-05-27,Musculation,Bras,Triceps à la Poulie Inversée,,45.0,12.0,
634,2024-05-27,Musculation,Bras,Triceps à la Poulie Inversée,,45.0,12.0,
635,2024-05-27,Musculation,Bras,Triceps à la Poulie Inversée,,45.0,12.0,
636,2024-05-27,Musculation,Pectoraux,Dip Assist,,14.0,10.0,
637,2024-05-27,Musculation,Pectoraux,Dip Assist,,14.0,10.0,
638,2024-05-27,Musculation,Pectoraux,Dip Assist,,14.0,10.0,un peu trop lourd
639,2024-05-27,Musculation,Pectoraux,Pec Fly,,66.0,12.0,
640,2024-05-27,Musculation,Pectoraux,Pec Fly,,66.0,12.0,
641,2024-05-27,Musculation,Pectoraux,Pec Fly,,66.0,12.0,
642,2024-05-27,Musculation,Pectoraux,Pec Fly,,66.0,12.0,
643,2024-05-27,Musculation,Pectoraux,Pec Fly,,66.0,12.0,trop léger même pour fin de séance
